FID,owfid,country,lat,lon,p_name_4c,o_name_4c,capacity4c,yearmonth
185,120186,China,"32° 56' 17.964"" N","121° 13' 34.098"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2019/6/1
186,120187,China,"32° 54' 36.526"" N","121° 13' 36.941"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2019/8/1
187,120188,China,"32° 57' 9.771"" N","121° 13' 49.802"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2021/6/1
188,120189,China,"32° 54' 36.591"" N","121° 13' 54.671"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2019/2/1
189,120190,China,"32° 56' 17.864"" N","121° 13' 56.514"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2017/6/1
190,120191,China,"32° 57' 9.792"" N","121° 14' 10.577"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2016/2/1
191,120192,China,"32° 56' 17.864"" N","121° 14' 18.764"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2019/8/1
192,120193,China,"32° 56' 56.549"" N","121° 14' 24.763"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2017/10/1
193,120194,China,"32° 57' 9.604"" N","121° 14' 31.442"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2019/2/1
194,120195,China,"32° 56' 17.680"" N","121° 14' 41.181"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2021/4/1
195,120196,China,"32° 57' 9.591"" N","121° 14' 52.140"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2021/6/1
196,120197,China,"32° 56' 17.637"" N","121° 15' 3.498"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2016/10/1
197,120198,China,"32° 57' 9.344"" N","121° 15' 12.898"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2020/3/1
198,120199,China,"32° 54' 12.313"" N","121° 15' 24.958"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2018/7/1
199,120200,China,"32° 56' 17.531"" N","121° 15' 25.820"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2020/10/1
200,120201,China,"32° 57' 9.340"" N","121° 15' 33.773"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2018/4/1
201,120202,China,"32° 54' 12.139"" N","121° 15' 44.550"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2019/4/1
202,120203,China,"32° 56' 17.349"" N","121° 15' 48.036"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2019/6/1
203,120204,China,"33° 12' 2.018"" N","121° 16' 8.761"" E",Huaneng Dafeng - phase 1,"Huaneng Power International Co., Ltd",301.6,2017/2/1
204,120205,China,"32° 55' 13.159"" N","121° 16' 10.012"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2018/8/1
205,120206,China,"32° 55' 45.149"" N","121° 16' 10.303"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2020/10/1
206,120207,China,"32° 56' 17.192"" N","121° 16' 10.540"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2018/9/1
207,120208,China,"32° 57' 9.140"" N","121° 16' 10.862"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2020/9/1
208,120209,China,"32° 57' 35.792"" N","121° 16' 11.032"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2021/7/1
209,120210,China,"32° 58' 2.314"" N","121° 16' 11.241"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2021/7/1
210,120211,China,"32° 58' 35.225"" N","121° 16' 11.493"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2019/4/1
211,120212,China,"32° 59' 4.040"" N","121° 16' 11.592"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2021/2/1
212,120213,China,"32° 59' 32.677"" N","121° 16' 11.758"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2018/9/1
213,120214,China,"33° 0' 1.274"" N","121° 16' 11.959"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2020/6/1
214,120215,China,"32° 55' 12.763"" N","121° 17' 21.937"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2017/4/1
215,120216,China,"32° 55' 34.192"" N","121° 17' 22.066"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2021/6/1
216,120217,China,"32° 55' 55.568"" N","121° 17' 22.252"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2021/7/1
217,120218,China,"32° 56' 16.839"" N","121° 17' 22.323"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2017/12/1
218,120219,China,"32° 56' 37.268"" N","121° 17' 22.451"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2019/4/1
219,120220,China,"32° 56' 57.606"" N","121° 17' 22.673"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2019/2/1
220,120221,China,"32° 57' 18.195"" N","121° 17' 22.785"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2018/1/1
221,120222,China,"32° 57' 38.386"" N","121° 17' 22.949"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2019/7/1
222,120223,China,"32° 57' 58.692"" N","121° 17' 23.082"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2018/6/1
223,120224,China,"32° 58' 19.145"" N","121° 17' 23.173"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2019/6/1
224,120225,China,"32° 58' 39.495"" N","121° 17' 23.367"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2021/2/1
225,120226,China,"32° 58' 59.882"" N","121° 17' 23.531"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2021/6/1
226,120227,China,"32° 59' 40.701"" N","121° 17' 23.764"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2019/8/1
227,120228,China,"33° 0' 1.092"" N","121° 17' 23.894"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2018/3/1
228,120229,China,"32° 59' 19.223"" N","121° 17' 24.003"" E",Jiangsu Luneng Dongtai 200MW Concession,Shandong Luneng Group,200,2017/10/1
229,120230,China,"32° 53' 48.068"" N","121° 18' 39.979"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2018/7/1
230,120231,China,"32° 54' 3.695"" N","121° 18' 59.203"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2021/6/1
231,120232,China,"32° 53' 46.283"" N","121° 19' 3.971"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2021/7/1
232,120233,China,"32° 57' 2.548"" N","121° 19' 15.861"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2020/10/1
233,120234,China,"32° 57' 34.807"" N","121° 19' 15.910"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2017/11/1
234,120235,China,"32° 58' 8.573"" N","121° 19' 15.919"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2021/2/1
235,120236,China,"32° 59' 47.797"" N","121° 19' 15.890"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2018/8/1
236,120237,China,"33° 0' 39.864"" N","121° 19' 16.017"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2019/9/1
237,120238,China,"32° 54' 16.647"" N","121° 19' 16.524"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2021/6/1
238,120239,China,"32° 54' 29.194"" N","121° 19' 33.793"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2016/12/1
239,120240,China,"32° 57' 6.275"" N","121° 19' 39.533"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2018/6/1
240,120241,China,"32° 59' 51.485"" N","121° 19' 39.253"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2016/10/1
241,120242,China,"33° 0' 44.513"" N","121° 19' 43.120"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2020/8/1
242,120243,China,"32° 58' 13.580"" N","121° 19' 47.371"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2020/4/1
243,120244,China,"32° 54' 43.625"" N","121° 19' 51.708"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2019/9/1
244,120245,China,"32° 59' 55.247"" N","121° 20' 2.579"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2019/9/1
245,120246,China,"32° 57' 10.079"" N","121° 20' 3.019"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2020/10/1
246,120247,China,"33° 0' 48.905"" N","121° 20' 10.320"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2021/4/1
247,120248,China,"32° 54' 43.350"" N","121° 20' 15.218"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2021/7/1
248,120249,China,"32° 57' 45.047"" N","121° 20' 18.838"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2017/8/1
249,120250,China,"32° 58' 18.861"" N","121° 20' 18.842"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2017/8/1
250,120251,China,"32° 59' 59.172"" N","121° 20' 25.765"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2018/10/1
251,120252,China,"32° 57' 13.987"" N","121° 20' 26.639"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2018/6/1
252,120253,China,"32° 54' 43.561"" N","121° 20' 31.687"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2020/6/1
253,120254,China,"33° 0' 53.066"" N","121° 20' 37.557"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2019/5/1
254,120255,China,"32° 54' 43.289"" N","121° 20' 49.215"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2018/12/1
255,120256,China,"33° 0' 2.942"" N","121° 20' 49.227"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2018/6/1
256,120257,China,"32° 57' 17.886"" N","121° 20' 50.199"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2016/10/1
257,120258,China,"32° 58' 23.962"" N","121° 20' 50.194"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2020/10/1
258,120259,China,"33° 0' 56.814"" N","121° 20' 59.088"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2020/2/1
259,120260,China,"32° 54' 43.121"" N","121° 21' 6.822"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2018/5/1
260,120261,China,"32° 55' 43.959"" N","121° 21' 11.791"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2020/10/1
261,120262,China,"33° 0' 6.623"" N","121° 21' 12.488"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2020/6/1
262,120263,China,"33° 0' 34.460"" N","121° 21' 12.441"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2019/10/1
263,120264,China,"32° 57' 21.693"" N","121° 21' 13.835"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2020/4/1
264,120265,China,"32° 57' 55.274"" N","121° 21' 21.667"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2021/4/1
265,120266,China,"32° 58' 29.088"" N","121° 21' 21.830"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2021/4/1
266,120267,China,"32° 54' 43.165"" N","121° 21' 24.254"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2019/6/1
267,120268,China,"32° 55' 47.520"" N","121° 21' 28.711"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2021/6/1
268,120269,China,"33° 0' 10.510"" N","121° 21' 35.714"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2018/5/1
269,120270,China,"32° 57' 25.439"" N","121° 21' 37.334"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2020/10/1
270,120271,China,"32° 54' 43.100"" N","121° 21' 41.776"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2017/6/1
271,120272,China,"33° 1' 4.126"" N","121° 21' 44.302"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2017/9/1
272,120273,China,"32° 55' 51.467"" N","121° 21' 47.654"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2018/8/1
273,120274,China,"32° 58' 34.193"" N","121° 21' 53.185"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2021/5/1
274,120275,China,"32° 55' 17.957"" N","121° 21' 55.000"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2017/8/1
275,120276,China,"33° 0' 14.246"" N","121° 21' 59.094"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2019/5/1
276,120277,China,"32° 54' 43.030"" N","121° 21' 59.327"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2019/5/1
277,120278,China,"32° 57' 29.404"" N","121° 22' 0.970"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2020/10/1
278,120279,China,"32° 55' 55.432"" N","121° 22' 6.177"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2017/2/1
279,120280,China,"33° 1' 8.138"" N","121° 22' 9.170"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2020/2/1
280,120281,China,"32° 54' 42.964"" N","121° 22' 16.790"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2021/6/1
281,120282,China,"33° 0' 18.074"" N","121° 22' 22.349"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2019/7/1
282,120283,China,"32° 57' 33.139"" N","121° 22' 24.653"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2019/4/1
283,120284,China,"32° 58' 39.368"" N","121° 22' 24.675"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2019/10/1
284,120285,China,"32° 58' 5.545"" N","121° 22' 24.593"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2021/3/1
285,120286,China,"32° 55' 21.591"" N","121° 22' 29.057"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2021/6/1
286,120287,China,"32° 56' 0.447"" N","121° 22' 30.098"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2019/12/1
287,120288,China,"33° 1' 12.143"" N","121° 22' 33.923"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2020/10/1
288,120289,China,"32° 54' 42.664"" N","121° 22' 34.392"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2020/2/1
289,120290,China,"33° 0' 21.887"" N","121° 22' 45.678"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2020/8/1
290,120291,China,"32° 54' 42.657"" N","121° 22' 51.984"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2021/7/1
291,120292,China,"32° 56' 5.618"" N","121° 22' 53.920"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2020/8/1
292,120293,China,"33° 1' 16.347"" N","121° 22' 58.614"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2019/8/1
293,120294,China,"33° 0' 25.828"" N","121° 23' 8.992"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2021/6/1
294,120295,China,"32° 54' 42.681"" N","121° 23' 9.389"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2020/10/1
295,120296,China,"32° 56' 10.668"" N","121° 23' 17.740"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2016/4/1
296,120297,China,"33° 1' 20.483"" N","121° 23' 23.430"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2018/4/1
297,120298,China,"32° 54' 42.601"" N","121° 23' 26.875"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2019/6/1
298,120299,China,"33° 0' 29.629"" N","121° 23' 32.252"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2019/4/1
299,120300,China,"33° 5' 0.006"" N","121° 23' 32.376"" E",Huaneng Dafeng - phase 2,"Huaneng Power International Co., Ltd",103.5,2018/8/1
300,120301,China,"32° 55' 28.498"" N","121° 23' 39.082"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2017/6/1
301,120302,China,"32° 56' 15.858"" N","121° 23' 41.221"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2018/3/1
302,120303,China,"32° 54' 42.509"" N","121° 23' 44.499"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2016/12/1
303,120304,China,"33° 1' 24.367"" N","121° 23' 48.210"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2020/12/1
304,120305,China,"33° 6' 18.386"" N","121° 23' 49.514"" E",Huaneng Dafeng - phase 2,"Huaneng Power International Co., Ltd",103.5,2015/12/1
305,120306,China,"33° 5' 2.667"" N","121° 23' 52.859"" E",Huaneng Dafeng - phase 2,"Huaneng Power International Co., Ltd",103.5,2020/8/1
306,120307,China,"33° 0' 33.197"" N","121° 23' 55.616"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2021/6/1
307,120308,China,"32° 54' 42.364"" N","121° 24' 2.039"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2020/10/1
308,120309,China,"32° 56' 20.754"" N","121° 24' 5.349"" E", , , ,2019/1/1
309,120310,China,"33° 1' 28.256"" N","121° 24' 13.064"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2017/10/1
310,120311,China,"33° 5' 5.565"" N","121° 24' 13.750"" E",Huaneng Dafeng - phase 2,"Huaneng Power International Co., Ltd",103.5,2017/2/1
311,120312,China,"32° 55' 32.062"" N","121° 24' 14.385"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2016/10/1
312,120313,China,"33° 6' 18.122"" N","121° 24' 16.844"" E",Huaneng Dafeng - phase 2,"Huaneng Power International Co., Ltd",103.5,2019/3/1
313,120314,China,"33° 0' 37.103"" N","121° 24' 18.901"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2020/10/1
314,120315,China,"32° 54' 42.373"" N","121° 24' 19.475"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2021/7/1
315,120316,China,"33° 8' 8.334"" N","121° 24' 23.634"" E",Huaneng Dafeng - phase 1,"Huaneng Power International Co., Ltd",301.6,2018/6/1
316,120317,China,"32° 56' 25.939"" N","121° 24' 29.186"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2017/11/1
317,120318,China,"33° 5' 8.608"" N","121° 24' 34.694"" E",Huaneng Dafeng - phase 2,"Huaneng Power International Co., Ltd",103.5,2018/7/1
318,120319,China,"32° 54' 42.200"" N","121° 24' 37.011"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2020/2/1
319,120320,China,"33° 1' 32.461"" N","121° 24' 37.868"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2020/1/1
320,120321,China,"33° 2' 17.784"" N","121° 24' 37.917"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2018/12/1
321,120322,China,"33° 3' 2.745"" N","121° 24' 37.850"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2018/3/1
322,120323,China,"33° 0' 40.912"" N","121° 24' 42.247"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2020/10/1
323,120324,China,"33° 6' 17.865"" N","121° 24' 43.005"" E",Huaneng Dafeng - phase 2,"Huaneng Power International Co., Ltd",103.5,2018/8/1
324,120325,China,"32° 55' 35.254"" N","121° 24' 45.897"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2020/12/1
325,120326,China,"33° 7' 22.453"" N","121° 24' 48.311"" E",Huaneng Dafeng - phase 1,"Huaneng Power International Co., Ltd",301.6,2018/9/1
326,120327,China,"33° 8' 8.280"" N","121° 24' 52.137"" E",Huaneng Dafeng - phase 1,"Huaneng Power International Co., Ltd",301.6,2019/4/1
327,120328,China,"32° 56' 31.041"" N","121° 24' 52.978"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2018/6/1
328,120329,China,"32° 54' 42.066"" N","121° 24' 54.559"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2016/12/1
329,120330,China,"33° 5' 11.452"" N","121° 24' 55.796"" E",Huaneng Dafeng - phase 2,"Huaneng Power International Co., Ltd",103.5,2019/2/1
330,120331,China,"33° 3' 5.989"" N","121° 24' 58.954"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2021/7/1
331,120332,China,"33° 0' 44.714"" N","121° 25' 5.414"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2017/11/1
332,120333,China,"33° 1' 36.856"" N","121° 25' 5.684"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2017/9/1
333,120334,China,"33° 10' 11.851"" N","121° 25' 9.669"" E",Huaneng Dafeng - phase 1,"Huaneng Power International Co., Ltd",301.6,2020/9/1
334,120335,China,"32° 54' 42.066"" N","121° 25' 11.981"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2021/4/1
335,120336,China,"33° 6' 17.425"" N","121° 25' 13.389"" E",Huaneng Dafeng - phase 2,"Huaneng Power International Co., Ltd",103.5,2018/10/1
336,120337,China,"33° 10' 30.236"" N","121° 25' 14.013"" E",Huaneng Dafeng - phase 1,"Huaneng Power International Co., Ltd",301.6,2019/6/1
337,120338,China,"32° 55' 38.163"" N","121° 25' 14.337"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2018/5/1
338,120339,China,"32° 56' 36.277"" N","121° 25' 16.754"" E",Zhugensha H2,China National Offshore Oil Corp(CNOOC),302,2016/12/1
339,120340,China,"33° 5' 14.343"" N","121° 25' 17.134"" E",Huaneng Dafeng - phase 2,"Huaneng Power International Co., Ltd",103.5,2021/7/1
340,120341,China,"33° 7' 22.529"" N","121° 25' 19.207"" E",Huaneng Dafeng - phase 1,"Huaneng Power International Co., Ltd",301.6,2020/10/1
341,120342,China,"33° 2' 24.201"" N","121° 25' 19.782"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2017/7/1
342,120343,China,"33° 3' 9.638"" N","121° 25' 19.835"" E",Dongtai Four (H2) 300MW,China Energy Investment,302.4,2019/6/1
343,120344,China,"33° 8' 8.221"" N","121° 25' 21.166"" E",Huaneng Dafeng - phase 1,"Huaneng Power International Co., Ltd",301.6,2019/9/1
344,120345,China,"33° 11' 11.132"" N","121° 25' 23.844"" E",Huaneng Dafeng - phase 1,"Huaneng Power International Co., Ltd",301.6,2019/6/1
